image_path,label
Blood cell Cancer [ALL]\Benign\Snap_036 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_580.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_054 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_102.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_076.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_012 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_063.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_122 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_244.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_093.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_324.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_214.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_128.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_140 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_691.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_055.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_439.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_663.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_333.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (15).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_218.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_027 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_175.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_706.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (77).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_076 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_102 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Sap_013 (20).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_102 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_055 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_659.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_241.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_799.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_703.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_546.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_005 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_018 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_780.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_195.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_707.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_607.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_003.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_196.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_676.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_526.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_616.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_633.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_173.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_706.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_507.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_227.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_233.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (34).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_137.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_061.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_029.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_676.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_056.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_453.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_275.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (61).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_037.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_347.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_351.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_135.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_343.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_216.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_597.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_267.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_396.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_542.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_049 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_038 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_064 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_589.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_038.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (114).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_476.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (38).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_063.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_293.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_105 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_196.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_459.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_052 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_082 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_184 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_509.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_631.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (82).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_068 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_404.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_159.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_125 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_145.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_052.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_044 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_239.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_041.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_036 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_022 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_060 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_026 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_081 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_766.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_082 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_126.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_004 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_722.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_296.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_229.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_064.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_043 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_571.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_064.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (5).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_284.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_191.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_091.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_020.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_155 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_270.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_235.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_126 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_269.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_011.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_488.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_090.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_294.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_693.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (68).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_243.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_175.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_797.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (28).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_455.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (58).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_143 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_392.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_489.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_049 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_148 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_014.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_532.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_107 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_345.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (67).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_557.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_656.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_638.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_026 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_064 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_025 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (46).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (125).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_074 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_033 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_338.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_756.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_461.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_818.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_360.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_673.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_765.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_149 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_564.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_232.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_727.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (21).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_006.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_677.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (137).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (18).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_425.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_709.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (8).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_358.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_112.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_020.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_013 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_121 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_515.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_388.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_281.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (65).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_179 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_409.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_114 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_105.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (54).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_331.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (83).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_055 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_171.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_436.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (142).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_047.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_064.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_018 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_016 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (86).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_141 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_076 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (85).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_160.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_120.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_123 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_109.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (38).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_068 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_003 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_271.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_219 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_053 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_097.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (111).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_002 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (9).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_067 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_077 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_255.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_028 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (14).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_579.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_341.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_121.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_607.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_098.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_080.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_150.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_278.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_162.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (33).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (4).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_138.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_024.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_086.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_700.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_026.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (60).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_515.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_431.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_064 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_171.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_086 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_118 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_017 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_001 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_694.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (21).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_674.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_123 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_717.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (32).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_539.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_511.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_233.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_441.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_061.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_108 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_027 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_599.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_022.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (71).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (116).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (46).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (123).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_119.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_132.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_046 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_114.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_121.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_156.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_046.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_265.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_263.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_085 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (82).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_689.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_007.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_030.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_446.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_657.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_190.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_620.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_047.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_204.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_045.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_701.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_204.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_213 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_083.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_019.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_048.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_278.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (16).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (56).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_501.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_786.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_049.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_027 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_733.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_123 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_285.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_287.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_070.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_459.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (57).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_153.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_044.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (96).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_165.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_674.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_010 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_225.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_014 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_240.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_057.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_159 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_689.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_053 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_795.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_239 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_306.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_625.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_661.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_024 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_686.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_132.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_609.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_371.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_080 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_508.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_429.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_118.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_628.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (49).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_321.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_151.jpg,benign
